X,Y,Z,formation_id,formation
-679415.673,4541216.483,280.096,1,Tournaisian Plutonites
-679820.8059,4541520.82,297.664,1,Tournaisian Plutonites
-680363.6758,4541713.556,311.23502,1,Tournaisian Plutonites
-680771.9688,4541959.92,313.33725,1,Tournaisian Plutonites
-681250.8339,4542074.947,313.23303,1,Tournaisian Plutonites
-681666.4128,4542340.297,297.812,1,Tournaisian Plutonites
-682076.6802,4542619.329,283.224,1,Tournaisian Plutonites
-682550.1897,4542727.382,298.734,1,Tournaisian Plutonites
-683027.1706,4542864.436,278.639,1,Tournaisian Plutonites
-678186.0866,4540705.935,267.85602,1,Tournaisian Plutonites
-678626.0852,4540672.297,287.67502,1,Tournaisian Plutonites
-684252.8051,4542390.958,326.29202,1,Tournaisian Plutonites
-684715.1257,4542424.11,290.372,1,Tournaisian Plutonites
-685193.2536,4542441.853,290.46002,1,Tournaisian Plutonites
-685648.526,4542596.562,304.94,1,Tournaisian Plutonites
-686137.1263,4542700.814,301.756,1,Tournaisian Plutonites
-686627.2338,4542616.751,338.02002,1,Tournaisian Plutonites
-687116.7686,4542541.38,349.89203,1,Tournaisian Plutonites
-687578.275,4542727.244,366.328,1,Tournaisian Plutonites
-688040.7593,4542854.035,376.40402,1,Tournaisian Plutonites
-688522.9408,4542913.133,376.604,1,Tournaisian Plutonites
-688990.6101,4543061.01,370.34802,1,Tournaisian Plutonites
-689296.9118,4543419.259,326.29202,1,Tournaisian Plutonites
-689557.1301,4543807.166,306.41602,1,Tournaisian Plutonites
-690457.4346,4544496.339,308.14,1,Tournaisian Plutonites
-690920.27,4544662.745,270.35202,1,Tournaisian Plutonites
-691381.5406,4544488.046,248.39601,1,Tournaisian Plutonites
-691856.0109,4544338.993,245.81801,1,Tournaisian Plutonites
-692282.5409,4544097.002,224.72601,1,Tournaisian Plutonites
-692495.639,4544476.016,306.41202,1,Tournaisian Plutonites
-692592.7106,4544955.252,375.7,1,Tournaisian Plutonites
-692421.1199,4545267.402,396.98,1,Tournaisian Plutonites
-693016.4464,4545376.678,340.10803,1,Tournaisian Plutonites
-693337.7577,4544993.586,277.099,1,Tournaisian Plutonites
-693680.2484,4544757.312,297.808,1,Tournaisian Plutonites
-694073.9522,4544959.459,359.95303,1,Tournaisian Plutonites
-694690.8757,4544973.015,276.56003,1,Tournaisian Plutonites
-695137.0713,4544847.114,219.69601,1,Tournaisian Plutonites
-679527.0385,4530506.985,126.68301,1,Tournaisian Plutonites
-681819.3856,4532536.419,120.732,1,Tournaisian Plutonites
-681857.4411,4533029.97,153.776,1,Tournaisian Plutonites
-681948.0227,4533521.204,225.47202,1,Tournaisian Plutonites
-682254.3841,4533905.699,234.43951,1,Tournaisian Plutonites
-682302.0509,4534391.085,253.699,1,Tournaisian Plutonites
-682198.0339,4534878.897,231.59601,1,Tournaisian Plutonites
-682126.4263,4535310.834,248.32802,1,Tournaisian Plutonites
-681759.3741,4535643.396,260.94177,1,Tournaisian Plutonites
-681490.5281,4535925.508,279.50702,1,Tournaisian Plutonites
-681204.0568,4536334.949,297.73703,1,Tournaisian Plutonites
-680895.7856,4536728.61,295.57602,1,Tournaisian Plutonites
-680585.1581,4537120.376,292.708,1,Tournaisian Plutonites
-680273.0985,4537510.487,291.62003,1,Tournaisian Plutonites
-679913.8375,4537461.523,282.715,1,Tournaisian Plutonites
-679619.0314,4537828.165,289.40903,1,Tournaisian Plutonites
-679248.6754,4538145.6,297.428,1,Tournaisian Plutonites
-678933.0669,4538454.459,300.5,1,Tournaisian Plutonites
-678589.9852,4538773.636,302.924,1,Tournaisian Plutonites
-678304.2789,4539121.658,266.087,1,Tournaisian Plutonites
-677837.5035,4539113.716,262.99377,1,Tournaisian Plutonites
-677980.1147,4531613.862,224.86401,1,Tournaisian Plutonites
-678479.1749,4531640.343,212.712,1,Tournaisian Plutonites
-678974.403,4531697.163,212.14401,1,Tournaisian Plutonites
-678743.175,4531331.401,178.31201,1,Tournaisian Plutonites
-678327.8262,4531067.882,197.63602,1,Tournaisian Plutonites
-677836.4755,4530995.547,233.12302,1,Tournaisian Plutonites
-677791.8209,4530361.601,88.840004,1,Tournaisian Plutonites
-682586.0604,4532615.767,85.61201,1,Tournaisian Plutonites
-682144.4707,4532387.212,86.29125,1,Tournaisian Plutonites
-685460.5126,4533566.185,160.68001,1,Tournaisian Plutonites
-684963.6241,4533611.013,147.98401,1,Tournaisian Plutonites
-684464.881,4533597.55,138.936,1,Tournaisian Plutonites
-695971.4679,4545025.076,228.49602,1,Tournaisian Plutonites
-696423.9058,4545209.969,307.838,1,Tournaisian Plutonites
-696798.7111,4545526.826,261.23203,1,Tournaisian Plutonites
-697243.16,4545660.63,244.408,1,Tournaisian Plutonites
-697726.9617,4545647.383,276.95203,1,Tournaisian Plutonites
-698145.6488,4545378.947,287.996,1,Tournaisian Plutonites
-698447.4149,4544982.422,321.256,1,Tournaisian Plutonites
-698807.3828,4544642.781,332.032,1,Tournaisian Plutonites
-699275.8269,4544496.033,300.97202,1,Tournaisian Plutonites
-699746.1687,4544640.048,320.944,1,Tournaisian Plutonites
-700214.0625,4544800.384,329.21002,1,Tournaisian Plutonites
-700514.7152,4545136.593,339.144,1,Tournaisian Plutonites
-700061.5533,4545274.743,346.72403,1,Tournaisian Plutonites
-700469.227,4545513.144,396.68802,51,Upper Carboniferous Volcanics
-700955.0689,4545608.185,392.92102,1,Tournaisian Plutonites
-701448.6114,4545598.371,422.79602,1,Tournaisian Plutonites
-701944.628,4545580.932,422.56003,1,Tournaisian Plutonites
-702243.0291,4545888.964,419.05902,1,Tournaisian Plutonites
-702049.8952,4546343.416,387.94003,1,Tournaisian Plutonites
-701880.8109,4546755.406,401.35602,1,Tournaisian Plutonites
-701607.7994,4546999.182,342.75803,1,Tournaisian Plutonites
-701183.1051,4547212.866,333.07602,1,Tournaisian Plutonites
-700766.5587,4547325.82,266.092,1,Tournaisian Plutonites
-701652.2196,4547530.977,288.18002,1,Tournaisian Plutonites
-702086.3469,4547617.296,304.573,1,Tournaisian Plutonites
-702415.7184,4547964.621,313.45303,1,Tournaisian Plutonites
-702767.0162,4548027.092,330.532,1,Tournaisian Plutonites
-702384.551,4548338.36,338.83603,51,Upper Carboniferous Volcanics
-701896.0713,4548441.227,339.104,51,Upper Carboniferous Volcanics
-701542.5995,4548456.52,361.45,51,Upper Carboniferous Volcanics
-701111.8401,4548706.013,372.01202,51,Upper Carboniferous Volcanics
-700714.5147,4548897.284,399.153,51,Upper Carboniferous Volcanics
-700299.1285,4548934.65,338.11526,51,Upper Carboniferous Volcanics
-699803.3061,4548936.633,304.31,51,Upper Carboniferous Volcanics
-699323.0523,4549057.61,240.25201,51,Upper Carboniferous Volcanics
-698893.8322,4549231.973,212.33601,51,Upper Carboniferous Volcanics
-695773.2444,4543356.708,178.59201,1,Tournaisian Plutonites
-695279.1044,4543351.091,215.22401,1,Tournaisian Plutonites
-694815.0809,4543372.559,187.81201,1,Tournaisian Plutonites
-692260.0452,4530244.574,202.524,51,Upper Carboniferous Volcanics
-692880.9017,4530673.877,210.88,51,Upper Carboniferous Volcanics
-693101.5195,4530936.713,207.01102,51,Upper Carboniferous Volcanics
-696361.4679,4529152.945,319.048,1,Tournaisian Plutonites
-696742.8661,4529242.717,300.95502,1,Tournaisian Plutonites
-697104.9368,4529241.518,295.38403,1,Tournaisian Plutonites
-696661.3903,4529686.898,268.288,51,Upper Carboniferous Volcanics
-696227.7785,4529933.876,255.98001,51,Upper Carboniferous Volcanics
-695849.0412,4530127.275,248.668,51,Upper Carboniferous Volcanics
-695387.102,4530315.049,241.18802,51,Upper Carboniferous Volcanics
-694921.5745,4530496.403,231.98401,51,Upper Carboniferous Volcanics
-698830.9828,4528912.425,289.13602,51,Upper Carboniferous Volcanics
-697537.7585,4529085.514,302.23602,1,Tournaisian Plutonites
-704264.9469,4548075.133,446.704,76,Mid Carboniferous Shales
-703766.3733,4548056.667,393.048,51,Upper Carboniferous Volcanics
-703268.0043,4548016.365,340.196,51,Upper Carboniferous Volcanics
-700670.622,4529743.336,359.34702,67,Visean Shales
-701138.3779,4529591.339,384.89603,67,Visean Shales
-692643.7334,4543228.151,224.25201,40,Upper Devonian Siliciclastics
-693111.9368,4543052.693,211.58002,40,Upper Devonian Siliciclastics
-697741.5092,4530624.675,357.42,67,Visean Shales
-705318.4635,4530909.656,309.66,67,Visean Shales
-705536.3713,4549001.729,330.828,76,Mid Carboniferous Shales
-705193.0995,4548665.209,359.27603,76,Mid Carboniferous Shales
-704809.3305,4548347.578,396.62802,76,Mid Carboniferous Shales
-705757.1859,4537419.343,338.03802,51,Upper Carboniferous Volcanics
-692224.7776,4543215.702,187.12001,40,Upper Devonian Siliciclastics
-683954.8488,4542551.91,299.53003,1,Tournaisian Plutonites
-683592.2066,4542686.573,271.092,1,Tournaisian Plutonites
-683247.1037,4542470.552,264.328,1,Tournaisian Plutonites
-696219.2925,4528811.757,323.63602,1,Tournaisian Plutonites
-696718.9955,4528794.526,310.28802,1,Tournaisian Plutonites
-697218.6985,4528777.296,294.09003,1,Tournaisian Plutonites
-704388.0,4548761.0,424.0,1,Upper Carboniferous Volcanics
-702784.0,4548667.0,417.0,2,Upper Carboniferous Volcanics
-701587.0,4548986.0,415.0,3,Upper Carboniferous Volcanics
-700196.0,4549062.0,368.0,4,Upper Carboniferous Volcanics
-705633.0,4529553.0,309.0,5,Upper Carboniferous Volcanics
-703786.0,4530306.0,372.0,6,Upper Carboniferous Volcanics
-701928.0,4529213.0,299.0,7,Upper Carboniferous Volcanics
-699932.0,4530083.0,399.0,8,Upper Carboniferous Volcanics
-697469.0,4530115.0,337.0,9,Upper Carboniferous Volcanics
-695144.0,4530816.0,254.0,10,Upper Carboniferous Volcanics
